id,category,timestamp,price_now,change_amt,change_type,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg
1317,Melee weapons - low level,1449964800000,3229,-0.00676714856967087,D,3251,3309,3296,3180,3430,3299.96666666667
1317,Melee weapons - low level,1450051200000,3252,0.00712294828120161,U,3229,3299,3286,3180,3430,3297.73333333333
1317,Melee weapons - low level,1450137600000,3135,-0.0359778597785978,D,3252,3263,3294,3180,3430,3296.6
1317,Melee weapons - low level,1450224000000,3147,0.00382775119617225,U,3135,3309,3312,3135,3430,3291.3
1317,Melee weapons - low level,1450310400000,3165,0.00571973307912297,U,3147,3278,3375,3135,3430,3285.8
1317,Melee weapons - low level,1450396800000,3174,0.0028436018957346,U,3165,3224,3346,3135,3430,3278.8
1317,Melee weapons - low level,1450483200000,3176,0.000630119722747322,U,3174,3251,3247,3135,3430,3273.06666666667
1317,Melee weapons - low level,1450569600000,3253,0.0242443324937028,U,3176,3229,3337,3135,3430,3270.7
1317,Melee weapons - low level,1450656000000,3271,0.0055333538272364,U,3253,3252,3430,3135,3430,3267.9
1317,Melee weapons - low level,1450742400000,3315,0.013451543870376,U,3271,3135,3372,3135,3372,3262.6
1317,Melee weapons - low level,1450828800000,3312,-0.000904977375565611,D,3315,3147,3319,3135,3370,3260.7
1317,Melee weapons - low level,1450915200000,3273,-0.0117753623188406,D,3312,3165,3370,3135,3370,3260.46666666667
1317,Melee weapons - low level,1451001600000,3190,-0.0253589978612893,D,3273,3174,3324,3135,3335,3257.23333333333
1317,Melee weapons - low level,1451088000000,3265,0.0235109717868339,U,3190,3176,3325,3135,3335,3252.76666666667
1317,Melee weapons - low level,1451174400000,3184,-0.0248085758039816,D,3265,3253,3330,3135,3335,3250.76666666667
1317,Melee weapons - low level,1451260800000,3214,0.00942211055276382,U,3184,3271,3335,3135,3335,3245.9
1317,Melee weapons - low level,1451347200000,3220,0.00186683260734287,U,3214,3315,3316,3135,3316,3241.86666666667
1317,Melee weapons - low level,1451433600000,3224,0.00124223602484472,U,3220,3312,3295,3135,3315,3238.66666666667
1317,Melee weapons - low level,1451520000000,3162,-0.0192307692307692,D,3224,3273,3231,3135,3315,3236.3
1317,Melee weapons - low level,1451606400000,3193,0.00980392156862745,U,3162,3190,3180,3135,3315,3234
1317,Melee weapons - low level,1451692800000,3155,-0.0119010335108049,D,3193,3265,3265,3135,3315,3234.43333333333
1317,Melee weapons - low level,1451779200000,3184,0.00919175911251981,U,3155,3184,3227,3135,3315,3230.76666666667
1317,Melee weapons - low level,1451865600000,3212,0.00879396984924623,U,3184,3214,3254,3135,3315,3229.33333333333
1317,Melee weapons - low level,1451952000000,3154,-0.0180572851805729,D,3212,3220,3309,3135,3315,3227.93333333333
1317,Melee weapons - low level,1452038400000,3200,0.0145846544071021,U,3154,3224,3299,3135,3315,3222.76666666667
1317,Melee weapons - low level,1452124800000,3189,-0.0034375,D,3200,3162,3263,3135,3315,3219.46666666667
1317,Melee weapons - low level,1452211200000,3224,0.010975227343995,U,3189,3193,3309,3135,3315,3217
1317,Melee weapons - low level,1452297600000,3290,0.0204714640198511,U,3224,3155,3278,3135,3315,3214.16666666667
1317,Melee weapons - low level,1452384000000,3295,0.00151975683890578,U,3290,3184,3224,3135,3315,3214.56666666667
1317,Melee weapons - low level,1452470400000,3309,0.00424886191198786,U,3295,3212,3251,3135,3315,3216.93333333333
1317,Melee weapons - low level,1452556800000,3377,0.0205500151103052,U,3309,3154,3229,3135,3315,3218.86666666667
1317,Melee weapons - low level,1452643200000,3343,-0.0100681077879775,D,3377,3200,3252,3135,3377,3223.8
1317,Melee weapons - low level,1452729600000,3409,0.0197427460364942,U,3343,3189,3135,3135,3377,3226.83333333333
1317,Melee weapons - low level,1452816000000,3335,-0.0217072455265474,D,3409,3224,3147,3147,3409,3235.96666666667
1317,Melee weapons - low level,1452902400000,3394,0.0176911544227886,U,3335,3290,3165,3154,3409,3242.23333333333
1317,Melee weapons - low level,1452988800000,3379,-0.00441956393635828,D,3394,3295,3174,3154,3409,3249.86666666667
1317,Melee weapons - low level,1453075200000,3277,-0.0301864456939923,D,3379,3309,3176,3154,3409,3256.7
