ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg
1317,Melee weapons - low level,1449964800000,3229,3251,3309,3296,3180,3430,3430
1317,Melee weapons - low level,1450051200000,3252,3229,3299,3286,3180,3430,3430
1317,Melee weapons - low level,1450137600000,3135,3252,3263,3294,3180,3430,3430
1317,Melee weapons - low level,1450224000000,3147,3135,3309,3312,3135,3430,3430
1317,Melee weapons - low level,1450310400000,3165,3147,3278,3375,3135,3430,3430
1317,Melee weapons - low level,1450396800000,3174,3165,3224,3346,3135,3430,3430
1317,Melee weapons - low level,1450483200000,3176,3174,3251,3247,3135,3430,3430
1317,Melee weapons - low level,1450569600000,3253,3176,3229,3337,3135,3430,3430
1317,Melee weapons - low level,1450656000000,3271,3253,3252,3430,3135,3430,3430
1317,Melee weapons - low level,1450742400000,3315,3271,3135,3372,3135,3372,3372
1317,Melee weapons - low level,1450828800000,3312,3315,3147,3319,3135,3370,3370
1317,Melee weapons - low level,1450915200000,3273,3312,3165,3370,3135,3370,3370
1317,Melee weapons - low level,1451001600000,3190,3273,3174,3324,3135,3335,3335
1317,Melee weapons - low level,1451088000000,3265,3190,3176,3325,3135,3335,3335
1317,Melee weapons - low level,1451174400000,3184,3265,3253,3330,3135,3335,3335
1317,Melee weapons - low level,1451260800000,3214,3184,3271,3335,3135,3335,3335
1317,Melee weapons - low level,1451347200000,3220,3214,3315,3316,3135,3316,3316
1317,Melee weapons - low level,1451433600000,3224,3220,3312,3295,3135,3315,3315
1317,Melee weapons - low level,1451520000000,3162,3224,3273,3231,3135,3315,3315
1317,Melee weapons - low level,1451606400000,3193,3162,3190,3180,3135,3315,3315
1317,Melee weapons - low level,1451692800000,3155,3193,3265,3265,3135,3315,3315
1317,Melee weapons - low level,1451779200000,3184,3155,3184,3227,3135,3315,3315
1317,Melee weapons - low level,1451865600000,3212,3184,3214,3254,3135,3315,3315
1317,Melee weapons - low level,1451952000000,3154,3212,3220,3309,3135,3315,3315
1317,Melee weapons - low level,1452038400000,3200,3154,3224,3299,3135,3315,3315
1317,Melee weapons - low level,1452124800000,3189,3200,3162,3263,3135,3315,3315
1317,Melee weapons - low level,1452211200000,3224,3189,3193,3309,3135,3315,3315
1317,Melee weapons - low level,1452297600000,3290,3224,3155,3278,3135,3315,3315
1317,Melee weapons - low level,1452384000000,3295,3290,3184,3224,3135,3315,3315
1317,Melee weapons - low level,1452470400000,3309,3295,3212,3251,3135,3315,3315
1317,Melee weapons - low level,1452556800000,3377,3309,3154,3229,3135,3315,3315
1317,Melee weapons - low level,1452643200000,3343,3377,3200,3252,3135,3377,3377
1317,Melee weapons - low level,1452729600000,3409,3343,3189,3135,3135,3377,3377
1317,Melee weapons - low level,1452816000000,3335,3409,3224,3147,3147,3409,3409
1317,Melee weapons - low level,1452902400000,3394,3335,3290,3165,3154,3409,3409
1317,Melee weapons - low level,1452988800000,3379,3394,3295,3174,3154,3409,3409
1317,Melee weapons - low level,1453075200000,3277,3379,3309,3176,3154,3409,3409
1317,Melee weapons - low level,1453161600000,3343,3277,3377,3253,3154,3409,3409
1317,Melee weapons - low level,1453248000000,3309,3343,3343,3271,3154,3409,3409
1317,Melee weapons - low level,1453334400000,3302,3309,3409,3315,3154,3409,3409
