ID,category,timestamp,price_now,price_one,price_seven,price_thirty,thirty_min,thirty_max,thirty_avg
4151,Melee weapons - high level,1449964800000,137802,131533,121766,94652,94652,131533,131533
4151,Melee weapons - high level,1450051200000,144654,137802,123784,96977,96977,137802,137802
4151,Melee weapons - high level,1450137600000,151882,144654,123314,100404,100404,144654,144654
4151,Melee weapons - high level,1450224000000,159477,151882,122178,104597,104597,151882,151882
4151,Melee weapons - high level,1450310400000,164956,159477,121150,106482,106482,159477,159477
4151,Melee weapons - high level,1450396800000,172782,164956,125399,107642,107642,164956,164956
4151,Melee weapons - high level,1450483200000,179773,172782,131533,111567,110479,172782,172782
4151,Melee weapons - high level,1450569600000,182243,179773,137802,116210,110479,179773,179773
4151,Melee weapons - high level,1450656000000,191306,182243,144654,119450,110479,182243,182243
4151,Melee weapons - high level,1450742400000,200679,191306,151882,118675,110479,191306,191306
4151,Melee weapons - high level,1450828800000,210200,200679,159477,113889,110479,200679,200679
4151,Melee weapons - high level,1450915200000,220650,210200,164956,113139,110479,210200,210200
4151,Melee weapons - high level,1451001600000,231632,220650,172782,112847,110479,220650,220650
4151,Melee weapons - high level,1451088000000,241185,231632,179773,110479,110479,231632,231632
4151,Melee weapons - high level,1451174400000,253228,241185,182243,111086,111086,241185,241185
4151,Melee weapons - high level,1451260800000,265404,253228,191306,112442,112442,253228,253228
4151,Melee weapons - high level,1451347200000,271005,265404,200679,113162,113012,265404,265404
4151,Melee weapons - high level,1451433600000,264820,271005,210200,113012,113012,271005,271005
4151,Melee weapons - high level,1451520000000,251579,264820,220650,114344,114344,271005,271005
4151,Melee weapons - high level,1451606400000,239000,251579,231632,115565,114482,271005,271005
4151,Melee weapons - high level,1451692800000,227050,239000,241185,114482,114482,271005,271005
4151,Melee weapons - high level,1451779200000,215697,227050,253228,115016,115016,271005,271005
4151,Melee weapons - high level,1451865600000,205053,215697,265404,118900,118900,271005,271005
4151,Melee weapons - high level,1451952000000,194816,205053,271005,121766,121150,271005,271005
4151,Melee weapons - high level,1452038400000,185079,194816,264820,123784,121150,271005,271005
4151,Melee weapons - high level,1452124800000,177961,185079,251579,123314,121150,271005,271005
4151,Melee weapons - high level,1452211200000,175621,177961,239000,122178,121150,271005,271005
4151,Melee weapons - high level,1452297600000,173176,175621,227050,121150,121150,271005,271005
4151,Melee weapons - high level,1452384000000,172216,173176,215697,125399,125399,271005,271005
4151,Melee weapons - high level,1452470400000,179564,172216,205053,131533,131533,271005,271005
4151,Melee weapons - high level,1452556800000,186278,179564,194816,137802,137802,271005,271005
4151,Melee weapons - high level,1452643200000,193502,186278,185079,144654,144654,271005,271005
4151,Melee weapons - high level,1452729600000,193593,193502,177961,151882,151882,271005,271005
4151,Melee weapons - high level,1452816000000,192954,193593,175621,159477,159477,271005,271005
4151,Melee weapons - high level,1452902400000,195249,192954,173176,164956,164956,271005,271005
4151,Melee weapons - high level,1452988800000,198110,195249,172216,172782,172216,271005,271005
4151,Melee weapons - high level,1453075200000,198947,198110,179564,179773,172216,271005,271005
4151,Melee weapons - high level,1453161600000,205122,198947,186278,182243,172216,271005,271005
4151,Melee weapons - high level,1453248000000,212279,205122,193502,191306,172216,271005,271005
4151,Melee weapons - high level,1453334400000,222031,212279,193593,200679,172216,271005,271005
4151,Melee weapons - high level,1453420800000,232790,222031,192954,210200,172216,271005,271005
4151,Melee weapons - high level,1453507200000,244379,232790,195249,220650,172216,271005,271005
4151,Melee weapons - high level,1453593600000,253308,244379,198110,231632,172216,271005,271005
4151,Melee weapons - high level,1453680000000,263140,253308,198947,241185,172216,271005,271005
4151,Melee weapons - high level,1453766400000,255574,263140,205122,253228,172216,271005,271005
4151,Melee weapons - high level,1453852800000,242795,255574,212279,265404,172216,271005,271005
4151,Melee weapons - high level,1453939200000,230655,242795,222031,271005,172216,271005,271005
4151,Melee weapons - high level,1454025600000,219122,230655,232790,264820,172216,264820,264820
4151,Melee weapons - high level,1454112000000,208165,219122,244379,251579,172216,263140,263140
4151,Melee weapons - high level,1454198400000,197756,208165,253308,239000,172216,263140,263140
4151,Melee weapons - high level,1454284800000,187868,197756,263140,227050,172216,263140,263140
4151,Melee weapons - high level,1454371200000,178474,187868,255574,215697,172216,263140,263140
4151,Melee weapons - high level,1454457600000,169550,178474,242795,205053,172216,263140,263140
4151,Melee weapons - high level,1454544000000,161072,169550,230655,194816,169550,263140,263140
4151,Melee weapons - high level,1454630400000,153018,161072,219122,185079,161072,263140,263140
4151,Melee weapons - high level,1454716800000,145367,153018,208165,177961,153018,263140,263140
4151,Melee weapons - high level,1454803200000,138098,145367,197756,175621,145367,263140,263140
4151,Melee weapons - high level,1454889600000,131193,138098,187868,173176,138098,263140,263140
4151,Melee weapons - high level,1454976000000,124648,131193,178474,172216,131193,263140,263140
4151,Melee weapons - high level,1455062400000,119257,124648,169550,179564,124648,263140,263140
4151,Melee weapons - high level,1455148800000,113630,119257,161072,186278,119257,263140,263140
4151,Melee weapons - high level,1455235200000,108707,113630,153018,193502,113630,263140,263140
4151,Melee weapons - high level,1455321600000,105392,108707,145367,193593,108707,263140,263140
4151,Melee weapons - high level,1455408000000,103867,105392,138098,192954,105392,263140,263140
4151,Melee weapons - high level,1455494400000,104100,103867,131193,195249,103867,263140,263140
4151,Melee weapons - high level,1455580800000,106155,104100,124648,198110,103867,263140,263140
4151,Melee weapons - high level,1455667200000,105201,106155,119257,198947,103867,263140,263140
4151,Melee weapons - high level,1455753600000,108628,105201,113630,205122,103867,263140,263140
4151,Melee weapons - high level,1455840000000,108573,108628,108707,212279,103867,263140,263140
4151,Melee weapons - high level,1455926400000,112177,108573,105392,222031,103867,263140,263140
4151,Melee weapons - high level,1456012800000,112546,112177,103867,232790,103867,263140,263140
4151,Melee weapons - high level,1456099200000,114672,112546,104100,244379,103867,263140,263140
4151,Melee weapons - high level,1456185600000,115731,114672,106155,253308,103867,263140,263140
